g6p_c,0.00014
f6p_c,0.000127138
fdp_c,5.15E-05
g3p_c,8.78E-06
dhap_c,0.000176897
_3pg_c,0.00052063
_2pg_c,0.000110561
pep_c,0.00031
pyr_c,0.00048
atp_c,0.004727146
adp_c,0.001994952
nad_c,0.00182531
nadh_c,4.64E-06
pi_c,0.0064
